patent_id,wipo_field_id,wipo_sector_title,wipo_field_title
3931563,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931560,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931562,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931565,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931567,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931564,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931566,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931577,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931601,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931603,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931605,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931602,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931618,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931633,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931671,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931672,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931717,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931726,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931738,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931839,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931840,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931832,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931906,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931946,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3931960,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932013,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932017,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932011,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932014,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932020,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932018,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932019,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932021,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932038,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932069,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932068,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932112,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932113,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932114,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932118,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932158,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932164,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932171,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932183,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932196,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932197,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932195,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932205,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932203,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932202,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932201,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932232,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932237,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932235,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932291,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932293,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932311,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932312,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932314,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932600,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932688,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932691,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932696,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932697,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932719,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932718,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932715,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932717,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932716,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932721,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932720,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932722,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932735,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932723,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932742,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932749,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932764,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932765,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932760,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932766,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932772,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932771,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932778,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932780,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932785,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932782,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932779,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932783,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932787,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932781,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932790,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932786,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932789,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932784,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932788,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932792,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932793,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932797,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932791,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932794,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932798,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932799,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932800,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932808,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932801,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932820,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932826,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932828,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932830,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932827,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932829,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932825,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932831,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932832,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932836,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932853,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932879,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932883,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932920,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932928,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932926,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932929,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932933,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932930,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932932,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932934,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932936,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3932935,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933022,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933047,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933118,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933323,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933403,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933404,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933406,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933405,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933432,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933485,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933486,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933488,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933522,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933524,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933521,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933526,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933520,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933525,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933523,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933536,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933535,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933668,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933666,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933684,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933687,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933688,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933712,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933737,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933729,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3933957,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934071,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934058,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934072,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934075,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934081,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934076,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934101,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934105,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934103,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934106,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934102,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934104,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934112,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934108,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934111,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934115,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934116,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934118,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934119,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934117,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934135,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934148,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934155,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934163,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934166,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934164,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934165,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934169,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934170,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934172,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934167,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934168,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934176,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934174,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934175,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934171,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934181,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934183,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934184,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934182,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934179,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934188,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934214,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934215,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934216,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934217,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934239,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934238,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934249,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934240,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934269,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934332,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934333,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934337,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934395,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934453,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934454,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934539,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934624,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934647,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934784,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934782,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934786,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934902,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3934959,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935017,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935024,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935027,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935025,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935019,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935028,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935029,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935026,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935030,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935036,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935038,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935042,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935082,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935157,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935334,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935369,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935377,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935373,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935371,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935378,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935376,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935374,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935404,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935405,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935406,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935408,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935407,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935412,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935409,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935413,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935410,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935411,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935415,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935422,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935442,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935444,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935451,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935445,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935452,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935453,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935454,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935464,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935473,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935471,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935485,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935490,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935491,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935489,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935487,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935488,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935496,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935495,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935493,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935494,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935497,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935500,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935498,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935505,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935506,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935499,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935509,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935502,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935508,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935510,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935503,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935512,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935513,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935515,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935511,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935516,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935514,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935519,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935520,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935518,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935522,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935525,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935521,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935526,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935530,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935528,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935527,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935551,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935554,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935555,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935560,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935553,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935628,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935636,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935637,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935654,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935662,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935677,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935759,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935909,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3935988,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936022,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936023,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936026,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936024,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936119,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936117,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936120,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936121,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936122,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936123,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936124,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936127,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936125,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936128,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936129,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936133,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936131,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936126,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936132,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936130,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936134,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936146,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936151,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936242,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936245,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936302,1,Electrical engineering,"Electrical machinery, apparatus, energy"
3936318,1,Electrical engineering,"Electrical machinery, apparatus, energy"
